ID,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,1,2010-02-05,42.31,2.572,0,0,0,0,0,211.0963582,8.106,0
2,1,2010-02-12,38.51,2.548,0,0,0,0,0,211.2421698,8.106,1
3,1,2010-02-19,39.93,2.514,0,0,0,0,0,211.2891429,8.106,0
4,1,2010-02-26,46.63,2.561,0,0,0,0,0,211.3196429,8.106,0
5,1,2010-03-05,46.5,2.625,0,0,0,0,0,211.3501429,8.106,0
6,1,2010-03-12,57.79,2.667,0,0,0,0,0,211.3806429,8.106,0
7,1,2010-03-19,54.58,2.72,0,0,0,0,0,211.215635,8.106,0
8,1,2010-03-26,51.45,2.732,0,0,0,0,0,211.0180424,8.106,0
9,1,2010-04-02,62.27,2.719,0,0,0,0,0,210.8204499,7.808,0
10,1,2010-04-09,65.86,2.77,0,0,0,0,0,210.6228574,7.808,0
11,1,2010-04-16,66.32,2.808,0,0,0,0,0,210.4887,7.808,0
12,1,2010-04-23,64.84,2.795,0,0,0,0,0,210.4391228,7.808,0
13,1,2010-04-30,67.41,2.78,0,0,0,0,0,210.3895456,7.808,0
14,1,2010-05-07,72.55,2.835,0,0,0,0,0,210.3399684,7.808,0
15,1,2010-05-14,74.78,2.854,0,0,0,0,0,210.3374261,7.808,0
16,1,2010-05-21,76.44,2.826,0,0,0,0,0,210.6170934,7.808,0
17,1,2010-05-28,80.44,2.759,0,0,0,0,0,210.8967606,7.808,0
18,1,2010-06-04,80.69,2.705,0,0,0,0,0,211.1764278,7.808,0
19,1,2010-06-11,80.43,2.668,0,0,0,0,0,211.4560951,7.808,0
20,1,2010-06-18,84.11,2.637,0,0,0,0,0,211.4537719,7.808,0
21,1,2010-06-25,84.34,2.653,0,0,0,0,0,211.3386526,7.808,0
22,1,2010-07-02,80.91,2.669,0,0,0,0,0,211.2235333,7.787,0
23,1,2010-07-09,80.48,2.642,0,0,0,0,0,211.108414,7.787,0
24,1,2010-07-16,83.15,2.623,0,0,0,0,0,211.1003854,7.787,0
25,1,2010-07-23,83.36,2.608,0,0,0,0,0,211.2351443,7.787,0
26,1,2010-07-30,81.84,2.64,0,0,0,0,0,211.3699032,7.787,0
27,1,2010-08-06,87.16,2.627,0,0,0,0,0,211.5046621,7.787,0
28,1,2010-08-13,87,2.692,0,0,0,0,0,211.6394211,7.787,0
29,1,2010-08-20,86.65,2.664,0,0,0,0,0,211.6033633,7.787,0
30,1,2010-08-27,85.22,2.619,0,0,0,0,0,211.5673056,7.787,0
31,1,2010-09-03,81.21,2.577,0,0,0,0,0,211.5312479,7.787,0
32,1,2010-09-10,78.69,2.565,0,0,0,0,0,211.4951902,7.787,1
33,1,2010-09-17,82.11,2.582,0,0,0,0,0,211.5224596,7.787,0
34,1,2010-09-24,80.94,2.624,0,0,0,0,0,211.5972246,7.787,0
35,1,2010-10-01,71.89,2.603,0,0,0,0,0,211.6719895,7.838,0
36,1,2010-10-08,63.93,2.633,0,0,0,0,0,211.7467544,7.838,0
37,1,2010-10-15,67.18,2.72,0,0,0,0,0,211.8137436,7.838,0
38,1,2010-10-22,69.86,2.725,0,0,0,0,0,211.8612937,7.838,0
39,1,2010-10-29,69.64,2.716,0,0,0,0,0,211.9088438,7.838,0
40,1,2010-11-05,58.74,2.689,0,0,0,0,0,211.9563939,7.838,0
41,1,2010-11-12,59.61,2.728,0,0,0,0,0,212.003944,7.838,0
42,1,2010-11-19,51.41,2.771,0,0,0,0,0,211.8896737,7.838,0
43,1,2010-11-26,64.52,2.735,0,0,0,0,0,211.7484333,7.838,1
44,1,2010-12-03,49.27,2.708,0,0,0,0,0,211.607193,7.838,0
45,1,2010-12-10,46.33,2.843,0,0,0,0,0,211.4659526,7.838,0
46,1,2010-12-17,49.84,2.869,0,0,0,0,0,211.4053124,7.838,0
47,1,2010-12-24,52.33,2.886,0,0,0,0,0,211.4051222,7.838,0
48,1,2010-12-31,48.43,2.943,0,0,0,0,0,211.4049321,7.838,1
49,1,2011-01-07,48.27,2.976,0,0,0,0,0,211.4047419,7.742,0
50,1,2011-01-14,35.4,2.983,0,0,0,0,0,211.4574109,7.742,0
51,1,2011-01-21,44.04,3.016,0,0,0,0,0,211.8272343,7.742,0
52,1,2011-01-28,43.83,3.01,0,0,0,0,0,212.1970577,7.742,0
53,1,2011-02-04,42.27,2.989,0,0,0,0,0,212.5668812,7.742,0
54,1,2011-02-11,36.39,3.022,0,0,0,0,0,212.9367046,7.742,1
55,1,2011-02-18,57.36,3.045,0,0,0,0,0,213.2478853,7.742,0
56,1,2011-02-25,62.9,3.065,0,0,0,0,0,213.535609,7.742,0
57,1,2011-03-04,59.58,3.288,0,0,0,0,0,213.8233327,7.742,0
58,1,2011-03-11,53.56,3.459,0,0,0,0,0,214.1110564,7.742,0
59,1,2011-03-18,62.76,3.488,0,0,0,0,0,214.3627114,7.742,0
60,1,2011-03-25,69.97,3.473,0,0,0,0,0,214.5999389,7.742,0
61,1,2011-04-01,59.17,3.524,0,0,0,0,0,214.8371664,7.682,0
62,1,2011-04-08,67.84,3.622,0,0,0,0,0,215.0743939,7.682,0
63,1,2011-04-15,71.27,3.743,0,0,0,0,0,215.2918561,7.682,0
64,1,2011-04-22,72.99,3.807,0,0,0,0,0,215.4599053,7.682,0
65,1,2011-04-29,72.03,3.81,0,0,0,0,0,215.6279544,7.682,0
66,1,2011-05-06,64.61,3.906,0,0,0,0,0,215.7960035,7.682,0
67,1,2011-05-13,75.64,3.899,0,0,0,0,0,215.9640526,7.682,0
68,1,2011-05-20,67.63,3.907,0,0,0,0,0,215.7339202,7.682,0
69,1,2011-05-27,77.72,3.786,0,0,0,0,0,215.5037878,7.682,0
70,1,2011-06-03,83,3.699,0,0,0,0,0,215.2736553,7.682,0
71,1,2011-06-10,83.13,3.648,0,0,0,0,0,215.0435229,7.682,0
72,1,2011-06-17,86.41,3.637,0,0,0,0,0,214.9980596,7.682,0
73,1,2011-06-24,83.58,3.594,0,0,0,0,0,215.0910982,7.682,0
74,1,2011-07-01,85.55,3.524,0,0,0,0,0,215.1841368,7.962,0
75,1,2011-07-08,85.83,3.48,0,0,0,0,0,215.2771754,7.962,0
76,1,2011-07-15,88.54,3.575,0,0,0,0,0,215.3611087,7.962,0
77,1,2011-07-22,85.77,3.651,0,0,0,0,0,215.4222784,7.962,0
78,1,2011-07-29,86.83,3.682,0,0,0,0,0,215.4834482,7.962,0
79,1,2011-08-05,91.65,3.684,0,0,0,0,0,215.544618,7.962,0
80,1,2011-08-12,90.76,3.638,0,0,0,0,0,215.6057878,7.962,0
81,1,2011-08-19,89.94,3.554,0,0,0,0,0,215.6693107,7.962,0
82,1,2011-08-26,87.96,3.523,0,0,0,0,0,215.7332258,7.962,0
83,1,2011-09-02,87.83,3.533,0,0,0,0,0,215.7971409,7.962,0
84,1,2011-09-09,76,3.546,0,0,0,0,0,215.861056,7.962,1
85,1,2011-09-16,79.94,3.526,0,0,0,0,0,216.0410526,7.962,0
86,1,2011-09-23,75.8,3.467,0,0,0,0,0,216.3758246,7.962,0
87,1,2011-09-30,79.69,3.355,0,0,0,0,0,216.7105965,7.962,0
88,1,2011-10-07,69.31,3.285,0,0,0,0,0,217.0453684,7.866,0
89,1,2011-10-14,71.74,3.274,0,0,0,0,0,217.3552733,7.866,0
90,1,2011-10-21,63.71,3.353,0,0,0,0,0,217.5159762,7.866,0
91,1,2011-10-28,66.57,3.372,0,0,0,0,0,217.6766791,7.866,0
92,1,2011-11-04,54.98,3.332,0,0,0,0,0,217.837382,7.866,0
93,1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,0
94,1,2011-11-18,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,0
95,1,2011-11-25,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,1
96,1,2011-12-02,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,0
97,1,2011-12-09,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,0
98,1,2011-12-16,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,0
99,1,2011-12-23,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,0
100,1,2011-12-30,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,1
101,1,2012-01-06,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,0
102,1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,0
103,1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,0
104,1,2012-01-27,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,0
105,1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,0
106,1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,1
107,1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,0
108,1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,0
109,1,2012-03-02,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,0
110,1,2012-03-09,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,0
111,1,2012-03-16,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,0
112,1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,0
113,1,2012-03-30,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,0
114,1,2012-04-06,70.43,3.891,10121.97,0,77.98,3750.59,4510.72,221.4356112,7.143,0
115,1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,0
116,1,2012-04-20,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,0
117,1,2012-04-27,67.23,3.814,3221.25,0,35.49,577.14,6222.25,221.6179368,7.143,0
118,1,2012-05-04,75.55,3.749,21290.13,0,69.89,4977.35,3261.04,221.6718,7.143,0
119,1,2012-05-11,73.77,3.688,8351.4,0,10.52,2443.14,3127.88,221.7256632,7.143,0
120,1,2012-05-18,70.33,3.63,6154.14,0,45.11,1675.49,5508.18,221.742674,7.143,0
121,1,2012-05-25,77.22,3.561,4039.39,0,745.19,1429.96,3631.13,221.744944,7.143,0
122,1,2012-06-01,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,0
123,1,2012-06-08,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,0
124,1,2012-06-15,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,0
125,1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,0
126,1,2012-06-29,84.88,3.286,3965.73,161.6,0,435.99,4212.97,221.8434,7.143,0
127,1,2012-07-06,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,0
128,1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,0
129,1,2012-07-20,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,0
130,1,2012-07-27,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,0
131,1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,0
132,1,2012-08-10,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,0
133,1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,0
134,1,2012-08-24,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,0
135,1,2012-08-31,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,0
136,1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,1
137,1,2012-09-14,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,0
138,1,2012-09-21,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,0
139,1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,0
140,1,2012-10-05,68.55,3.617,8077.89,0,18.22,3617.43,3626.14,223.1814772,6.573,0
141,1,2012-10-12,62.99,3.601,2086.18,0,8.11,602.36,5926.45,223.3812965,6.573,0
142,1,2012-10-19,67.97,3.594,950.33,0,4.93,80.25,2312.85,223.4257233,6.573,0
143,1,2012-10-26,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,0
144,2,2010-02-05,40.19,2.572,0,0,0,0,0,210.7526053,8.324,0
145,2,2010-02-12,38.49,2.548,0,0,0,0,0,210.8979935,8.324,1
146,2,2010-02-19,39.69,2.514,0,0,0,0,0,210.9451605,8.324,0
147,2,2010-02-26,46.1,2.561,0,0,0,0,0,210.9759573,8.324,0
148,2,2010-03-05,47.17,2.625,0,0,0,0,0,211.0067542,8.324,0
149,2,2010-03-12,57.56,2.667,0,0,0,0,0,211.037551,8.324,0
150,2,2010-03-19,54.52,2.72,0,0,0,0,0,210.8733316,8.324,0
151,2,2010-03-26,51.26,2.732,0,0,0,0,0,210.6766095,8.324,0
152,2,2010-04-02,63.27,2.719,0,0,0,0,0,210.4798874,8.2,0
153,2,2010-04-09,65.41,2.77,0,0,0,0,0,210.2831653,8.2,0
154,2,2010-04-16,68.07,2.808,0,0,0,0,0,210.1495463,8.2,0
155,2,2010-04-23,65.11,2.795,0,0,0,0,0,210.1000648,8.2,0
156,2,2010-04-30,66.98,2.78,0,0,0,0,0,210.0505833,8.2,0
157,2,2010-05-07,71.28,2.835,0,0,0,0,0,210.0011018,8.2,0
158,2,2010-05-14,73.31,2.854,0,0,0,0,0,209.9984585,8.2,0
159,2,2010-05-21,74.83,2.826,0,0,0,0,0,210.2768443,8.2,0
160,2,2010-05-28,81.13,2.759,0,0,0,0,0,210.5552301,8.2,0
161,2,2010-06-04,81.81,2.705,0,0,0,0,0,210.833616,8.2,0
162,2,2010-06-11,83.4,2.668,0,0,0,0,0,211.1120018,8.2,0
163,2,2010-06-18,85.81,2.637,0,0,0,0,0,211.1096543,8.2,0
164,2,2010-06-25,86.26,2.653,0,0,0,0,0,210.9950134,8.2,0
165,2,2010-07-02,82.74,2.669,0,0,0,0,0,210.8803726,8.099,0
166,2,2010-07-09,82.59,2.642,0,0,0,0,0,210.7657317,8.099,0
167,2,2010-07-16,85.32,2.623,0,0,0,0,0,210.7577954,8.099,0
168,2,2010-07-23,87.66,2.608,0,0,0,0,0,210.8921319,8.099,0
169,2,2010-07-30,83.49,2.64,0,0,0,0,0,211.0264684,8.099,0
170,2,2010-08-06,89.53,2.627,0,0,0,0,0,211.1608049,8.099,0
171,2,2010-08-13,89.05,2.692,0,0,0,0,0,211.2951413,8.099,0
172,2,2010-08-20,88.7,2.664,0,0,0,0,0,211.2596586,8.099,0
173,2,2010-08-27,87.12,2.619,0,0,0,0,0,211.2241759,8.099,0
174,2,2010-09-03,81.83,2.577,0,0,0,0,0,211.1886931,8.099,0
175,2,2010-09-10,79.09,2.565,0,0,0,0,0,211.1532104,8.099,1
176,2,2010-09-17,82.05,2.582,0,0,0,0,0,211.1806415,8.099,0
177,2,2010-09-24,81.79,2.624,0,0,0,0,0,211.2552578,8.099,0
178,2,2010-10-01,69.24,2.603,0,0,0,0,0,211.3298742,8.163,0
179,2,2010-10-08,63.19,2.633,0,0,0,0,0,211.4044906,8.163,0
180,2,2010-10-15,65.8,2.72,0,0,0,0,0,211.4713286,8.163,0
181,2,2010-10-22,68.5,2.725,0,0,0,0,0,211.5187208,8.163,0
182,2,2010-10-29,66.24,2.716,0,0,0,0,0,211.5661131,8.163,0
183,2,2010-11-05,57.85,2.689,0,0,0,0,0,211.6135053,8.163,0
184,2,2010-11-12,59.69,2.728,0,0,0,0,0,211.6608975,8.163,0
185,2,2010-11-19,50.81,2.771,0,0,0,0,0,211.5470304,8.163,0
186,2,2010-11-26,62.98,2.735,0,0,0,0,0,211.4062867,8.163,1
187,2,2010-12-03,49.33,2.708,0,0,0,0,0,211.265543,8.163,0
188,2,2010-12-10,45.5,2.843,0,0,0,0,0,211.1247993,8.163,0
189,2,2010-12-17,47.55,2.869,0,0,0,0,0,211.0645458,8.163,0
190,2,2010-12-24,49.97,2.886,0,0,0,0,0,211.0646599,8.163,0
191,2,2010-12-31,47.3,2.943,0,0,0,0,0,211.064774,8.163,1
192,2,2011-01-07,44.69,2.976,0,0,0,0,0,211.0648881,8.028,0
193,2,2011-01-14,33.02,2.983,0,0,0,0,0,211.1176713,8.028,0
194,2,2011-01-21,41.4,3.016,0,0,0,0,0,211.4864691,8.028,0
195,2,2011-01-28,42.83,3.01,0,0,0,0,0,211.8552668,8.028,0
196,2,2011-02-04,38.25,2.989,0,0,0,0,0,212.2240646,8.028,0
197,2,2011-02-11,33.19,3.022,0,0,0,0,0,212.5928624,8.028,1
198,2,2011-02-18,57.83,3.045,0,0,0,0,0,212.9033115,8.028,0
199,2,2011-02-25,60.8,3.065,0,0,0,0,0,213.190421,8.028,0
200,2,2011-03-04,57.77,3.288,0,0,0,0,0,213.4775305,8.028,0
201,2,2011-03-11,52.7,3.459,0,0,0,0,0,213.7646401,8.028,0
202,2,2011-03-18,62.32,3.488,0,0,0,0,0,214.0156238,8.028,0
203,2,2011-03-25,69.42,3.473,0,0,0,0,0,214.2521573,8.028,0
204,2,2011-04-01,55.43,3.524,0,0,0,0,0,214.4886908,7.931,0
205,2,2011-04-08,67,3.622,0,0,0,0,0,214.7252242,7.931,0
206,2,2011-04-15,69.48,3.743,0,0,0,0,0,214.9420631,7.931,0
207,2,2011-04-22,69.39,3.807,0,0,0,0,0,215.1096657,7.931,0
208,2,2011-04-29,69.21,3.81,0,0,0,0,0,215.2772683,7.931,0
209,2,2011-05-06,61.48,3.906,0,0,0,0,0,215.4448709,7.931,0
210,2,2011-05-13,74.61,3.899,0,0,0,0,0,215.6124735,7.931,0
211,2,2011-05-20,67.14,3.907,0,0,0,0,0,215.3834778,7.931,0
212,2,2011-05-27,76.42,3.786,0,0,0,0,0,215.1544822,7.931,0
213,2,2011-06-03,83.07,3.699,0,0,0,0,0,214.9254865,7.931,0
214,2,2011-06-10,83.4,3.648,0,0,0,0,0,214.6964908,7.931,0
215,2,2011-06-17,86.53,3.637,0,0,0,0,0,214.6513538,7.931,0
216,2,2011-06-24,85.17,3.594,0,0,0,0,0,214.7441108,7.931,0
217,2,2011-07-01,85.69,3.524,0,0,0,0,0,214.8368678,7.852,0
218,2,2011-07-08,87.7,3.48,0,0,0,0,0,214.9296249,7.852,0
219,2,2011-07-15,89.83,3.575,0,0,0,0,0,215.0134426,7.852,0
220,2,2011-07-22,89.34,3.651,0,0,0,0,0,215.0749122,7.852,0
221,2,2011-07-29,90.07,3.682,0,0,0,0,0,215.1363819,7.852,0
222,2,2011-08-05,93.34,3.684,0,0,0,0,0,215.1978515,7.852,0
223,2,2011-08-12,91.58,3.638,0,0,0,0,0,215.2593211,7.852,0
224,2,2011-08-19,89.86,3.554,0,0,0,0,0,215.3229307,7.852,0
225,2,2011-08-26,90.45,3.523,0,0,0,0,0,215.386897,7.852,0
226,2,2011-09-02,89.64,3.533,0,0,0,0,0,215.4508632,7.852,0
227,2,2011-09-09,77.97,3.546,0,0,0,0,0,215.5148295,7.852,1
228,2,2011-09-16,78.85,3.526,0,0,0,0,0,215.6944378,7.852,0
229,2,2011-09-23,75.58,3.467,0,0,0,0,0,216.0282356,7.852,0
230,2,2011-09-30,78.14,3.355,0,0,0,0,0,216.3620333,7.852,0
231,2,2011-10-07,69.92,3.285,0,0,0,0,0,216.6958311,7.441,0
232,2,2011-10-14,71.67,3.274,0,0,0,0,0,217.0048261,7.441,0
233,2,2011-10-21,64.53,3.353,0,0,0,0,0,217.1650042,7.441,0
234,2,2011-10-28,65.87,3.372,0,0,0,0,0,217.3251824,7.441,0
235,2,2011-11-04,55.53,3.332,0,0,0,0,0,217.4853605,7.441,0
236,2,2011-11-11,59.33,3.297,10797.64,20445,443.32,4754.07,4787.16,217.6455387,7.441,0
237,2,2011-11-18,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,0
238,2,2011-11-25,56.36,3.236,919.71,62,77451.26,23,1589.43,218.1130269,7.441,1
239,2,2011-12-02,48.74,3.172,8010.99,83.47,1897.27,4444,28238.93,218.3590319,7.441,0
240,2,2011-12-09,41.76,3.158,11472.59,40,306.43,4160.55,8899.08,218.605037,7.441,0
241,2,2011-12-16,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,0
242,2,2011-12-23,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,0
243,2,2011-12-30,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,1
244,2,2012-01-06,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,0
245,2,2012-01-13,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,0
